StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Prolific ID,Age,Gender,NativeLanguage,YearEnglish,Ethnicity,Ethnicity_6_TEXT,BornCountry,YearsUS,MomBorn,DadBorn,EmpoymentStatus,Annual-Income,HighestDegree,Ideology,PoliticalParty,Body-Naked_1,Body-Naked_2,Body-Bowel_1,Body-Bowel_2,Body-Genital_1,Body-Genital_2,Judgment-Sex_1,Judgment-Sex_2,Judgment-Smoke_1,Judgment-Smoke_2,Judgment-Medicine_1,Judgment-Medicine_2,Chaperone-Attitude,ChaperoneExperience,ChaperoneDetail,Chaperone-Preference,Physician-Recall,Physician-Gender,Physician-Previous,Chaperone-Presence,Mispresent,ExaminePrivate,BodilyEmbarrassment,Envy1,Envy2,Envy3,Attention1,Envy4,Envy5,Envy6,Envy7,Envy8,EnviedRecall,EnvyBehavior,EnvyBehavior_4_TEXT,EnvyUnfair,EnvyUnfair_5_TEXT,EnviedResponse,EnviedResponse_6_TEXT,Relationship,Envied-Enjoyment,Envied-PA-Preference,Envied-PA-Enjoyment,Envied-FC-Preference,Envied-FC-Enjoyment,Questions: 1C_1,Questions: 1C_2,Questions: 1C_3,Questions: 1C_4,Questions: 1C_5,Questions: 1A_1,Questions: 1A_2,Questions: 1A_3,Questions: 1A_4,Questions: 1A_5,Questions: 1C+C_1,Questions: 1C+C_2,Questions: 1C+C_3,Questions: 1C+C_4,Questions: 1C+C_5,Questions: 1A+C_1,Questions: 1A+C_2,Questions: 1A+C_3,Questions: 1A+C_4,Questions: 1A+C_5,2A: Q1,2A: Q2,2A: Q3,2A: Q4,2A: Q5,2A: Q6,2A: Q7,2A: Q8,2A: Q9,2A: Q10,2A: Q11,2A: Q12,2A: Q13_1,2A: Q13_2,2A: Q13_3,2A: Q13_4,2A: Q13_5,2B: Q1,2B: Q2,2B: Q3,2B: Q4,2B: Q5,2B: Q6,2B: Q7,2B: Q8,2B: Q9,2B: Q10,2B: Q11,2B: Q12,2B: Q13_1,2B: Q13_2,2B: Q13_3,2B: Q13_4,2B: Q13_5,FreeResponse1,FreeResponse2,1-Prohibited,1-StudentAllow,1-FacultyAllow,1-LibraryAllow,2-Prohibited,2-StudentAllow,2-FacultyAllow,2-LibraryAllow,Feedback,PROLIFIC_PID,FL_2_DO,FL_3_DO,EmbarrassmentScenario(randomization)_DO
5/1/2021 19:57,5/1/2021 20:12,IP Address,100,895,TRUE,5/1/2021 20:12,R_8AZ3X4TL6cL9Lr3,anonymous,EN,Yes,5d93bb61ff8ff0001928ef24,48,Male,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed full time,"$50,000-$100,000",Master's degree,Conservative,Lean Republican,1,1,2,2,2,1,4,5,2,4,2,2,I prefer no chaperone,No,,Do not care,Yes,Male,No,No,No,No,,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Neither disagree nor agree,Somewhat disagree,Yes,The person said he/she was envious of you.,,No,,I was nice to the person.,,3,Somewhat like,No preference,Somewhat like,No preference,Neither like nor dislike,,,,,,,,,,,,,,,,5,4,6,2,2,,,,,,,,,,,,,,,,,,"My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",5,6,8,6,4,Some people are better than others based on their skin color. Skin color has nothing to do with talent/ability.,people think they can get ahead by stepping on others and backstabbing.,"Yes, it should be prohibited","Yes, it should be allowed","No, it should not be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Advertising+Counterfactual,CorporateFundraiser,Emb-Instruction|Body-Genital|Body-Bowel|Judgment-Sex|Body-Naked|Judgment-Smoke|Judgment-Medicine
5/1/2021 19:56,5/1/2021 20:12,IP Address,100,921,TRUE,5/1/2021 20:12,R_3h5zCsQ6catczWZ,anonymous,EN,Yes,6029f5fc7057064130c8c485,28,Male,"100%		English (US)",,African American,,United States of America,,United States of America,United States of America,Employed full time,"$100,000-$200,000",Bachelor's degree in college (4-year),Conservative,Lean Republican,6,6,7,7,7,3,4,3,5,2,4,1,I prefer to have a chaperone and don’t care about the chaperone’s gender,No,,Do not care,Yes,Male,No,No,I don’t recall,No,,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Yes,The person behaved in a hostile way towards you.,,"Yes, the other person thought you did not deserve your success.",,I downplayed my success.,,3,Dislike,Prefer Jamie is somewhere else,Strongly Dislike,Prefer the middle door,Strongly Dislike,,,,,,,,,,,,,,,,5,4,5,5,7,,,,,,,,,,,,,,,,,,"My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",7,7,8,7,6,That faith makes you better than someone else. We should preach love and peace. ,Being rude and hostile for no reason. Treat others with respect and love.,Not Sure,"Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Advertising+Counterfactual,CorporateFundraiser,Emb-Instruction|Judgment-Medicine|Judgment-Smoke|Body-Genital|Judgment-Sex|Body-Bowel|Body-Naked
5/1/2021 20:01,5/1/2021 20:12,IP Address,100,646,TRUE,5/1/2021 20:12,R_VKdXUaEYLEzkrE5,anonymous,EN,Yes,60817d412b0e2ed282b6c43f,31,Female,"100%		English (US)",,Caucasian,,United States of America,,France,United States of America,Employed full time,"$50,000-$100,000",Master's degree,Liberal,Not very strong democrat,4,2,3,4,5,3,3,2,2,3,2,2,I slightly prefer no chaperone,No,,Female Doctor,No,,,,,,,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Neither disagree nor agree,No,,,,,,,,,Somewhat prefer Jamie is somewhere else,Somewhat like,No preference,Dislike,3,5,3,7,5,,,,,,,,,,,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; Daniel P. earns $50,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",7,5,3,4,5,,,,,,,,,,,,,,,,,,Firstly the belief of not believing in God always puts me in awe as I try to imagine what reasonable and justifiable reason one can have to back that up.,Secondly the belief of terrorism is so scary and so inhuman as I always imagine where that belief was instigated from.,"No, it should not be prohibited","No, it should not be allowed","No, it should not be allowed",Yes they should avoid it,No,No,No,Yes they should avoid it,"Thank you,great study.",,Charity,CharitableFundraiser,Emb-Instruction|Body-Bowel|Judgment-Sex|Judgment-Medicine|Body-Genital|Judgment-Smoke|Body-Naked
5/1/2021 20:01,5/1/2021 20:13,IP Address,100,672,TRUE,5/1/2021 20:13,R_yX7IotRttYooOnn,anonymous,EN,Yes,5dd55364dcec8750a2efc32b,37,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Self-employed,"$100,000-$200,000",Bachelor's degree in college (4-year),Liberal,Not very strong democrat,4,3,4,4,3,3,4,4,3,3,5,5,I prefer to have a chaperone present but only if they are female,No,,Female Doctor,Yes,Female,Yes,Can’t remember,No,No,,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Yes,The person said he/she was envious of you.,,"Yes, the other person thought you have advantages because of lucky.",,I was nice to the person.,,7,Somewhat dislike,No preference,Neither like nor dislike,Prefer the middle door,Dislike,,,,,,,,,,,8,8,8,7,2,,,,,,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; Daniel P. earns $50,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",7,8,8,8,6,It is OK to hurt animals because they are inferior to us,People need religion to be moral,"No, it should not be prohibited",Not Sure,Not sure,Yes they should avoid it,No,Not Sure,Not Sure,Not Sure,,,Charity+Counterfactual,CorporateFundraiser,Emb-Instruction|Body-Bowel|Judgment-Smoke|Body-Naked|Judgment-Medicine|Judgment-Sex|Body-Genital
5/1/2021 19:58,5/1/2021 20:13,IP Address,100,923,TRUE,5/1/2021 20:13,R_2pVTjKWa6EXFfN3,anonymous,EN,Yes,5edc0720ec975e0dc6385210,39,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed part time,"$50,000-$100,000",Master's degree,Conservative,Not very strong Republican,1,1,2,3,2,2,,1,2,4,3,5, I don’t have any preference about the presence/absence of a chaperone,No,,Female Doctor,Yes,Female,Yes,No,I don’t recall,No,,Somewhat disagree,Strongly disgaree,Disagree,Strongly disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,No,,,,,,,,,Somewhat prefer Jamie is somewhere else,Dislike,Somewhat prefer the middle door,Dislike,,,,,,,,,,,,,,,,6,6,6,5,3,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000",4,4,3,5,3,I believe that there is way too much hate and negativity towards the military and law enforcement.  The media likes to twist the truth and it does harm to those who are in those positions ,"I find it harmful that joe Biden is putting other countries first.  He wants to help them, but just raises prices in the US and drops the stock market. ","No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",Not sure,Not Sure,Yes,Yes,No they should't avoid it,Happy Saturday!!!  Enjoy your weekend!! ,,Advertising+Counterfactual,CorporateFundraiser,Emb-Instruction|Body-Bowel|Body-Naked|Judgment-Sex|Judgment-Smoke|Judgment-Medicine|Body-Genital
5/1/2021 19:44,5/1/2021 20:13,IP Address,100,1744,TRUE,5/1/2021 20:13,R_3smpOBxN24mVMH6,anonymous,EN,Yes,5ece80628bfd2423f21f4299,43,Male,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Unemployed,"$25,000-$50,000",Associate degree in college (2-year),Moderate,Not very strong democrat,3,3,2,2,4,4,4,6,3,5,4,5, I don’t have any preference about the presence/absence of a chaperone,No,,Male Doctor,No,,,,,,,Disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Yes,The person said he/she was envious of you.,,No,,I ignored it.,,1,Somewhat like,Prefer Jamie is somewhere else,Dislike,Strongly prefer the middle door,Strongly Dislike,,,,,,,,,,,,,,,,5,5,5,3,5,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",4,4,4,6,5,,,,,,,,,,,,,,,,,,People are inferior or superior to other people by birth.,Getting vaccinated in the middle of a global pandemic is a bad idea.,"Yes, it should be prohibited","No, it should not be allowed","No, it should not be allowed",Yes they should avoid it,Not Sure,Yes,No,Yes they should avoid it,,,Advertising+Counterfactual,CharitableFundraiser,Emb-Instruction|Body-Naked|Judgment-Smoke|Judgment-Medicine|Judgment-Sex|Body-Genital|Body-Bowel
5/1/2021 19:57,5/1/2021 20:13,IP Address,100,985,TRUE,5/1/2021 20:13,R_3QF8brqaSGO4WpG,anonymous,EN,Yes,607d8d87cda66ac1ec2b0efe,30,Male,"100%		English (US)",,Other,Middle Eastern,Canada,27,"Iran, Islamic Republic of...","Iran, Islamic Republic of...",Unemployed,"Less than $25,000",High school graduate (high school diploma or equivalent including GED),Liberal,Strong democrat,3,1,3,1,4,1,1,1,1,1,2,6, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,Yes,Female,Yes,No,No,Yes,2,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Somewhat agree,Strongly disagree,Yes,The person behaved coldly towards you.,,"Yes, the other person thought you did not deserve your success.",,I distanced myself from the person,,1,Dislike,Strongly prefer Jamie is somewhere else,Strongly Dislike,Prefer the middle door,Strongly Dislike,,,,,,,,,,,,,,,,5,5,5,3,5,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,100,000; Daniel P. earns $55,000","My company earns $1,200,000; Daniel P. earns $60,000","My company earns $1,300,000; Daniel P. earns $65,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",5,5,5,7,3,all humans are not created equal.,women are inferior to men.,"Yes, it should be prohibited","No, it should not be allowed","No, it should not be allowed",Yes they should avoid it,Yes,No,No,Yes they should avoid it,,,Advertising+Counterfactual,CorporateFundraiser,Emb-Instruction|Body-Naked|Body-Bowel|Body-Genital|Judgment-Smoke|Judgment-Medicine|Judgment-Sex
5/1/2021 19:49,5/1/2021 20:14,IP Address,100,1462,TRUE,5/1/2021 20:14,R_20MS40gRNjOmEEn,anonymous,EN,Yes,607cc2e23533c45a7f168538,41,Male,"100%		English (US)",,Hispanic/Latino,,United States of America,,United States of America,Chile,Self-employed,"$100,000-$200,000",Associate degree in college (2-year),Not sure,Independent,6,6,4,4,6,6,1,2,1,2,7,1,I prefer no chaperone,Yes,I was getting a shot on the butt and my girlfriend was in the room. It was awkward. ,Do not care,Yes,Male,No,No,No,Yes,5,Strongly disagree,Strongly disgaree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither disagree nor agree,Neither disagree nor agree,Strongly disagree,No,,,,,,,,,Strongly prefer Jamie is somewhere else,Strongly Dislike,Strongly prefer the middle door,Strongly Dislike,,,,,,,,,,,,,,,,9,9,9,4,1,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",9,9,9,9,9,,,,,,,,,,,,,,,,,,politicians and the media label all white people as racist.,universities teach African Americans to feel victimized.,"Yes, it should be prohibited","No, it should not be allowed","No, it should not be allowed",No they shouldn’t avoid it,No,No,No,No they should't avoid it,,,Advertising+Counterfactual,CharitableFundraiser,Emb-Instruction|Body-Naked|Body-Genital|Judgment-Smoke|Body-Bowel|Judgment-Medicine|Judgment-Sex
5/1/2021 19:52,5/1/2021 20:14,IP Address,100,1330,TRUE,5/1/2021 20:14,R_1kFbW7ywbzTyBo2,anonymous,EN,Yes,6081e02d038adef29a5a2ea3,31,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed part time,"$25,000-$50,000",Associate degree in college (2-year),Liberal,Not very strong democrat,7,5,6,7,6,5,4,3,7,7,5,6,I prefer to have a chaperone present but only if they are female,No,,Female Doctor,Yes,Female,Yes,No,No,Yes,6,Neither disagree nor agree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Yes,The person behaved coldly towards you.,,"Yes, the other person thought you have advantages because of lucky.",,I downplayed my success.,,5,Somewhat dislike,Somewhat prefer Jamie is somewhere else,Somewhat like,Prefer the middle door,Dislike,,,,,,5,8,5,3,4,,,,,,,,,,,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",9,7,7,4,5,,,,,,,,,,,,,,,,,,Murder was the first thing to come to mind. ,"The belief that evil should be fought with evil, I think, harms the motivation of the other party, harms the relationship with the other party, and harms our own morality. ","Yes, it should be prohibited","No, it should not be allowed","No, it should not be allowed",Yes they should avoid it,Yes,Yes,Yes,No they should't avoid it,,,Advertising,CharitableFundraiser,Emb-Instruction|Judgment-Sex|Body-Bowel|Body-Genital|Body-Naked|Judgment-Smoke|Judgment-Medicine
5/1/2021 19:57,5/1/2021 20:14,IP Address,100,1005,TRUE,5/1/2021 20:14,R_ZxbGCfsp0QKfTSp,anonymous,EN,Yes,5d61b08dc1cfe8001740f405,42,Male,"100%		English (US)",,Caucasian,,United States of America,,United States of America,Greece,Self-employed,"$25,000-$50,000",Bachelor's degree in college (4-year),Moderate,Independent,4,5,2,1,4,5,2,3,1,2,2,3,I prefer no chaperone,No,,Male Doctor,Yes,Male,No,No,No,Yes,5,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither disagree nor agree,Somewhat agree,Neither disagree nor agree,Somewhat agree,Yes,The person behaved coldly towards you.,,"Yes, the other person thought you have advantages because of lucky.",,I downplayed my success.,,6,Dislike,Prefer Jamie is somewhere else,Dislike,Prefer the middle door,Dislike,,,,,,,,,,,,,,,,7,8,7,4,2,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",7,7,7,8,8,,,,,,,,,,,,,,,,,,you have to be ruthless to get ahead. Plenty of people get ahead while being good and you can work out deals so that everyone wins.,you are always right. You have to be flexible and see things from others' perspective and be willing to change your mind when presented with new information.,"No, it should not be prohibited","Yes, it should be allowed",Not sure,No they shouldn’t avoid it,No,Yes,No,No they should't avoid it,,,Advertising+Counterfactual,CharitableFundraiser,Emb-Instruction|Judgment-Sex|Body-Bowel|Body-Naked|Body-Genital|Judgment-Smoke|Judgment-Medicine
5/1/2021 19:58,5/1/2021 20:15,IP Address,100,997,TRUE,5/1/2021 20:15,R_3O1ARFyyuBkk1Oj,anonymous,EN,Yes,5a9493ce873cda0001dc6dfb,30,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Unemployed,"$100,000-$200,000",Bachelor's degree in college (4-year),Conservative,Not very strong Republican,4,5,5,5,5,6,5,5,3,6,3,5,I prefer no chaperone,No,,Female Doctor,No,,,,,,,Agree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Yes,The person said he/she was envious of you.,,"Yes, the other person thought you did not deserve your success.",,I distanced myself from the person,,4,Dislike,Strongly prefer Jamie is somewhere else,Strongly Dislike,Somewhat prefer the front door,Somewhat like,,,,,,,,,,,,,,,,4,4,4,5,6,"My charity earns $1,000,000; Daniel P. earns $50,000","My charity earns $1,000,000; Daniel P. earns $50,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",7,7,7,7,7,,,,,,,,,,,,,,,,,,women should have the right to terminate their pregnancies,that we should do whatever makes us happy,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",Yes they should avoid it,No,Yes,Yes,Yes they should avoid it,,,Advertising+Counterfactual,CharitableFundraiser,Emb-Instruction|Judgment-Smoke|Body-Naked|Judgment-Medicine|Body-Bowel|Judgment-Sex|Body-Genital
5/1/2021 19:52,5/1/2021 20:15,IP Address,100,1330,TRUE,5/1/2021 20:15,R_3NOOCdK2obNMN7S,anonymous,EN,Yes,5ffba3f6b98ea20c5e408395,51,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed full time,"$25,000-$50,000",Bachelor's degree in college (4-year),Conservative,Strong Republican,7,7,1,1,7,7,1,1,1,1,1,1,I prefer to have a chaperone present but only if they are female,No,,Do not care,No,,,,,,,Strongly disagree,Strongly disgaree,Strongly disagree,Strongly disagree,Neither disagree nor agree,Strongly disagree,Strongly disagaree,Strongly disagree,Strongly disagree,Yes,The person behaved in a hostile way towards you.,,"Yes, the other person thought you did not deserve your success.",,I distanced myself from the person,,1,Dislike,No preference,Neither like nor dislike,No preference,Neither like nor dislike,,,,,,,,,,,,,,,,8,8,5,5,5,"My charity earns $1,100,000; other organizer earns $10,000","My charity earns $1,000,000; other organizer earns $10,000","My charity earns $1,100,000; Daniel P. earns $55,000","My charity earns $1,200,000; Daniel P. earns $60,000 ","My charity earns $1,300,000; Daniel P. earns $65,000 ","My charity earns $1,400,000; Daniel P. earns $70,000","My charity earns $1,500,000; Daniel P. earns $75,000 ","My charity earns $1,600,000; Daniel P. earns $80,000 ","My charity earns $1,700,000; Daniel P. earns $85,000","My charity earns $1,800,000; Daniel P. earns $90,000 ","My charity earns $1,900,000; Daniel P. earns $95,000 ","My charity earns $2,000,000; Daniel P. earns $100,000 ",5,5,5,5,5,,,,,,,,,,,,,,,,,,people should work for nothing when they are marketing for someone.,charities are serving the best interest of their organization.,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Advertising+Counterfactual,CharitableFundraiser,Emb-Instruction|Judgment-Sex|Judgment-Medicine|Body-Bowel|Judgment-Smoke|Body-Naked|Body-Genital
5/1/2021 19:52,5/1/2021 20:15,IP Address,100,1410,TRUE,5/1/2021 20:15,R_25Nm8d38SsnkQnC,anonymous,EN,Yes,5bbf0fbb303fef00014ab926,36,Female,"100%		English (US)",,Caucasian,,United States of America,,United States of America,United States of America,Employed part time,"Less than $25,000",Associate degree in college (2-year),Conservative,Not very strong Republican,3,5,5,7,3,5,4,7,3,4,5,7, I don’t have any preference about the presence/absence of a chaperone,No,,Do not care,Yes,Male,No,"Yes, a female chaperone",No,Yes,4,Somewhat agree,Disagree,Neither disagree nor agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Disagree,Yes,The person said he/she was envious of you.,,"Yes, the other person thought you have advantages because of lucky.",,I downplayed my success.,,6,Somewhat like,Prefer Jamie is somewhere else,Somewhat dislike,Strongly prefer the middle door,Dislike,,,,,,8,8,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My company earns $1,100,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,000,000; other organizer earns $10,000","My company earns $1,400,000; Daniel P. earns $70,000","My company earns $1,500,000; Daniel P. earns $75,000","My company earns $1,600,000; Daniel P. earns $80,000","My company earns $1,700,000; Daniel P. earns $85,000","My company earns $1,800,000; Daniel P. earns $90,000","My company earns $1,900,000; Daniel P. earns $95,000","My company earns $2,000,000; Daniel P. earns $100,000",6,5,7,7,5,"That I am not good enough to be successful, loved, or envied.",That i dont need help from anybody around me.  Everybody can use help sometimes.,"No, it should not be prohibited","Yes, it should be allowed","Yes, it should be allowed",No they shouldn’t avoid it,No,Yes,Yes,No they should't avoid it,,,Advertising,CorporateFundraiser,Emb-Instruction|Judgment-Medicine|Judgment-Sex|Body-Bowel|Body-Naked|Body-Genital|Judgment-Smoke
